index	output_name	source_group	source_path	dataset_root	caption_mode	width	height	caption
1	frieren_hd_full_0001.png	single	data/raw/Frieren/Single/屏幕截图 2026-04-10 025054.png	data/datasets/frieren_hd_single80_v1	legacy_manual	2069	2048	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, upper body portrait, front view, calm expression, stone wall background
2	frieren_hd_full_0002.png	single	data/raw/Frieren/Single/屏幕截图 2026-04-10 025202.png	data/datasets/frieren_hd_single80_v1	legacy_manual	2311	1990	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, upper body portrait, cool blue lighting, night scene, looking to the side
3	frieren_hd_full_0003.png	single	data/raw/Frieren/Single/屏幕截图 2026-04-10 025231.png	data/datasets/frieren_hd_single80_v1	legacy_manual	2401	2159	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, close-up portrait, cool blue lighting, holding a cup, quiet expression
4	frieren_hd_full_0004.png	single	data/raw/Frieren/Single/屏幕截图 2026-04-10 025251.png	data/datasets/frieren_hd_single80_v1	legacy_manual	2012	1933	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, side profile portrait, soft indoor lighting, looking away
5	frieren_hd_full_0005.png	single	data/raw/Frieren/Single/屏幕截图 2026-04-10 025357.png	data/datasets/frieren_hd_single80_v1	legacy_manual	1870	1960	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, close-up side profile, eyes closed, soft daylight, peaceful expression
6	frieren_hd_full_0006.png	single	data/raw/Frieren/Single/屏幕截图 2026-04-10 025534.png	data/datasets/frieren_hd_single80_v1	legacy_manual	2472	2159	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, close-up portrait, looking at viewer, soft daylight, gentle expression
7	frieren_hd_full_0007.png	single	data/raw/Frieren/Single/屏幕截图 2026-04-10 025707.png	data/datasets/frieren_hd_single80_v1	legacy_manual	2930	2159	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, dark silhouette portrait, low light, dramatic night scene
8	frieren_hd_full_0008.png	single	data/raw/Frieren/Single/屏幕截图 2026-04-10 025744.png	data/datasets/frieren_hd_single80_v1	legacy_manual	2266	2044	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, close-up portrait, looking at viewer, neutral expression, clean background
9	frieren_hd_full_0009.png	single	data/raw/Frieren/Single/屏幕截图 2026-04-10 025857.png	data/datasets/frieren_hd_single80_v1	legacy_manual	3299	2159	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, upper body portrait, glowing blue magic, spellcasting scene, dynamic lighting
10	frieren_hd_full_0010.png	single	data/raw/Frieren/Single/屏幕截图 2026-04-10 030144.png	data/datasets/frieren_hd_single80_v1	legacy_manual	2214	2088	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, close-up portrait, eyes closed, warm lighting, serene expression
11	frieren_hd_full_0011.png	single	data/raw/Frieren/Single/屏幕截图 2026-04-10 030200.png	data/datasets/frieren_hd_single80_v1	legacy_manual	1860	1924	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, back view, outdoor scene, walking away, town background
12	frieren_hd_full_0012.png	single	data/raw/Frieren/Single/屏幕截图 2026-04-10 030218.png	data/datasets/frieren_hd_single80_v1	legacy_manual	1330	1281	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, full body, standing pose, outdoor courtyard, daylight
13	frieren_hd_full_0013.png	single	data/raw/Frieren/Single/屏幕截图 2026-04-10 030400.png	data/datasets/frieren_hd_single80_v1	legacy_manual	1365	1452	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, full body, standing indoors, dim room lighting
14	frieren_hd_full_0014.png	single	data/raw/Frieren/Single/屏幕截图 2026-04-10 030450.png	data/datasets/frieren_hd_single80_v1	legacy_manual	2081	1979	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, close-up portrait, warm sunset lighting, emotional scene
15	frieren_hd_full_0015.png	single	data/raw/Frieren/Single/屏幕截图 2026-04-10 030515.png	data/datasets/frieren_hd_single80_v1	legacy_manual	2896	2159	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, upper body portrait, hand raised, forest background, daylight
16	frieren_hd_full_0016.png	single	data/raw/Frieren/Single/屏幕截图 2026-04-10 030533.png	data/datasets/frieren_hd_single80_v1	legacy_manual	2260	2006	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, upper body portrait, outdoors, looking at viewer, soft daylight
17	frieren_hd_full_0017.png	single	data/raw/Frieren/Single/屏幕截图 2026-04-10 030629.png	data/datasets/frieren_hd_single80_v1	legacy_manual	2191	2048	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, upper body portrait, front view, warm indoor lighting
18	frieren_hd_full_0018.png	single	data/raw/Frieren/Single/屏幕截图 2026-04-10 030648.png	data/datasets/frieren_hd_single80_v1	legacy_manual	1874	2011	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, close-up portrait, side angle, serious expression, warm lighting
19	frieren_hd_full_0019.png	single	data/raw/Frieren/Single/屏幕截图 2026-04-10 030718.png	data/datasets/frieren_hd_single80_v1	legacy_manual	1543	1501	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, seated indoors, side view, reading or working at a desk
20	frieren_hd_full_0020.png	single	data/raw/Frieren/Single/屏幕截图 2026-04-10 030951.png	data/datasets/frieren_hd_single80_v1	legacy_manual	2044	2075	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, medium portrait, holding a basket, stone wall background, another character partially visible
21	frieren_hd_full_0021.png	single	data/raw/Frieren/Single/屏幕截图 2026-04-10 031037.png	data/datasets/frieren_hd_single80_v1	legacy_manual	2326	2159	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, close-up portrait, front view, brick wall background, thoughtful expression
22	frieren_hd_full_0022.png	single	data/raw/Frieren/Single/屏幕截图 2026-04-10 031211.png	data/datasets/frieren_hd_single80_v1	legacy_manual	2865	2155	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, close-up portrait, soft warm lighting, looking at viewer
23	frieren_hd_full_0023.png	single	data/raw/Frieren/Single/屏幕截图 2026-04-10 031318.png	data/datasets/frieren_hd_single80_v1	legacy_manual	1548	1621	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, full body, floating hair, glowing magic particles, forest background
24	frieren_hd_full_0024.png	single	data/raw/Frieren/Single/屏幕截图 2026-04-10 031538.png	data/datasets/frieren_hd_single80_v1	legacy_manual	1984	1991	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, close-up portrait, warm orange lighting, side angle
25	frieren_hd_full_0025.png	single	data/raw/Frieren/Single/屏幕截图 2026-04-10 031800.png	data/datasets/frieren_hd_single80_v1	legacy_manual	1995	2032	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, upper body portrait, surprised expression, warm indoor lighting
26	frieren_hd_full_0026.png	single	data/raw/Frieren/Single/屏幕截图 2026-04-10 031856.png	data/datasets/frieren_hd_single80_v1	legacy_manual	3254	2151	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, winter scarf, upper body portrait, outdoors, reaching hand forward
27	frieren_hd_full_0027.png	single	data/raw/Frieren/Single/屏幕截图 2026-04-10 031908.png	data/datasets/frieren_hd_single80_v1	legacy_manual	2114	2004	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, winter scarf, upper body portrait, eyes closed, outdoor scene
28	frieren_hd_full_0028.png	single	data/raw/Frieren/Single/屏幕截图 2026-04-10 032106.png	data/datasets/frieren_hd_single80_v1	legacy_manual	2420	2159	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, sleeping pose, dark bedroom lighting, curled up under blanket
29	frieren_hd_full_0029.png	single	data/raw/Frieren/Single/屏幕截图 2026-04-10 032133.png	data/datasets/frieren_hd_single80_v1	legacy_manual	3288	2152	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, extreme close-up portrait, side crop, serious expression, cool lighting
30	frieren_hd_full_0030.png	single	data/raw/Frieren/Single/屏幕截图 2026-04-10 032238.png	data/datasets/frieren_hd_single80_v1	legacy_manual	2568	2105	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, close-up portrait, warm backlight, another character partially visible at edge of frame
31	frieren_hd_full_0031.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 132346.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1615	1474	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, sleeping close-up portrait, eyes closed, lying on a pillow, soft indoor lighting
32	frieren_hd_full_0032.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 132425.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1329	1203	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, side profile portrait, night sky background, cool blue lighting, looking upward
33	frieren_hd_full_0033.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 132621.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1225	1140	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, upper body portrait, forest background, soft daylight, looking at viewer
34	frieren_hd_full_0034.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 132735.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1486	1188	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, back view, upper body, forest background, daylight
35	frieren_hd_full_0035.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 133153.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	760	826	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, side profile, seated on a bed, dim room interior, warm low light
36	frieren_hd_full_0036.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 133247.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1108	1402	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, full body, carrying a suitcase, forest path, daylight
37	frieren_hd_full_0037.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 133301.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1092	1237	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, upper body portrait, forest background, dappled sunlight, calm expression
38	frieren_hd_full_0038.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 133622.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1261	1294	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, action pose, holding a staff, dramatic motion, dark fantasy scene
39	frieren_hd_full_0039.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 133718.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	918	642	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, peeking through bushes, close-up portrait, forest greenery, daylight
40	frieren_hd_full_0040.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 133738.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	823	840	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, partially hidden behind a tree, close-up portrait, forest background
41	frieren_hd_full_0041.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 133831.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	892	1450	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, full body, standing pose, suitcase at her side, forest background
42	frieren_hd_full_0042.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 134737.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1431	1440	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, seated at a wooden table, eating a meal, warm indoor lighting
43	frieren_hd_full_0043.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 134815.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1104	979	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, upper body portrait through a window, night scene, cool blue lighting
44	frieren_hd_full_0044.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 134827.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	810	870	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, sitting by a campfire, night scene, warm firelight
45	frieren_hd_full_0045.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 134857.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1543	1483	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, close-up portrait, seated by a campfire, warm firelight, gentle smile
46	frieren_hd_full_0046.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 135304.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	808	900	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, upper body portrait, outdoors, windblown twin tails, daylight
47	frieren_hd_full_0047.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 135738.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1573	1354	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, close-up portrait, stone wall background, daylight, neutral expression
48	frieren_hd_full_0048.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 135823.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1354	1477	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, over-the-shoulder portrait, warm sunlight, soft smile
49	frieren_hd_full_0049.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 140326.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1662	1477	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, close-up portrait, outdoor town background, uneasy expression, daylight
50	frieren_hd_full_0050.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 140421.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1045	1240	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, full body, holding a dark book, outdoor town street, looking upward
51	frieren_hd_full_0051.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 140454.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1251	1270	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, full body, front view, outdoor town street, surprised expression
52	frieren_hd_full_0052.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 140715.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1636	1477	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, side profile close-up, soft daylight, calm expression
53	frieren_hd_full_0053.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 140820.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1359	1075	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, upper body portrait, blue sky background, daylight, neutral expression
54	frieren_hd_full_0054.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 142219.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1371	1246	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, seated against a brick wall, low light, pensive expression
55	frieren_hd_full_0055.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 143313.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1314	1297	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, full body, standing against a brick wall, dim warm lighting
56	frieren_hd_full_0056.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 143913.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1300	1354	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, hooded cloak, close-up portrait, shadowed face, serious expression
57	frieren_hd_full_0057.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 143931.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1714	1468	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, hooded cloak, close-up portrait, hand lifting the hood, warm light
58	frieren_hd_full_0058.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 144630.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1585	1272	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, full body silhouette, holding a staff, moonlit night sky, dramatic composition
59	frieren_hd_full_0059.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 145041.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	2463	1506	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, upper body portrait, holding a staff, night scene, cool blue lighting
60	frieren_hd_full_0060.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 150845.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1597	1288	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, side profile portrait, forest background, soft daylight
61	frieren_hd_full_0061.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 151358.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1459	1360	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, seated indoors, holding a tray, warm interior lighting
62	frieren_hd_full_0062.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 151751.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	883	946	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, seated outdoors, eyes closed, sunset lighting, peaceful expression
63	frieren_hd_full_0063.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 152005.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1626	1257	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, full body, holding a staff, rocky ground, night scene
64	frieren_hd_full_0064.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 152408.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1231	1122	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, kneeling pose, golden field background, sunset lighting, hands clasped
65	frieren_hd_full_0065.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 152704.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1039	1330	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, seated in a dark doorway, full body, moody low light
66	frieren_hd_full_0066.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 153040.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1228	1305	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, close-up portrait, indoor scene, side glance, soft warm lighting
67	frieren_hd_full_0067.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 153119.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	817	793	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, seated indoors, eating bread, close-up portrait, other people partially visible
68	frieren_hd_full_0068.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 153556.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1420	1303	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, winter scarf, close-up portrait, snowy field background, cold daylight
69	frieren_hd_full_0069.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 153637.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1467	1056	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, winter coat and scarf, medium shot, snowy scene, another character blurred in background
70	frieren_hd_full_0070.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 153707.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1281	1222	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, winter scarf, extreme close-up portrait, snowy background, looking upward
71	frieren_hd_full_0071.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 153803.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1117	993	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, winter scarf, close-up portrait, snowy blue lighting, hands near scarf
72	frieren_hd_full_0072.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 153911.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1417	1480	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, winter scarf, warming hands by a fire, eyes closed, warm indoor light
73	frieren_hd_full_0073.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 154035.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1405	1474	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, winter scarf, side profile, holding a staff, snowy scene
74	frieren_hd_full_0074.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 154220.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	559	697	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, winter scarf, full body, standing in a snowy forest
75	frieren_hd_full_0075.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 154254.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1308	1255	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, winter scarf, upper body portrait, snowy forest background, front view
76	frieren_hd_full_0076.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 154402.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1198	1267	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, side profile portrait, stone wall background, daylight
77	frieren_hd_full_0077.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 154418.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1126	1215	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, close-up portrait, hand on cheek, dappled sunlight, thoughtful expression
78	frieren_hd_full_0078.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 154620.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1441	1372	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, full body, front view, bright daylight, clear sky background
79	frieren_hd_full_0079.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 154630.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1303	1252	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, back view, full body, carrying a suitcase, two other characters partially visible
80	frieren_hd_full_0080.png	single2	data/raw/Frieren/Single2/屏幕截图 2026-04-10 154720.jpg	data/datasets/frieren_hd_single80_v1	manual_refined_round1	1282	1111	sks_frieren, elf girl, long silver hair, pointy ears, white and gold robe, winter scarf, upper body portrait, stone wall background, looking back over shoulder
